简历ID,应聘岗位,所属部门,招聘渠道,简历投递时间,简历筛选结果,筛选完成时间,一面时间,一面面试官,一面结果,二面时间,二面面试官,二面结果,终面时间,终面面试官,终面结果,Offer发放时间,候选人期望薪资,Offer定薪,是否接受Offer,入职时间,是否到岗
RES02086,测试工程师,技术部,前程无忧,2024-02-20,不通过,,,,,,,,,,,,,,,,否
RES02087,测试工程师,技术部,猎聘,2025-05-01,不通过,,,,,,,,,,,,,,,,否
RES02088,前端开发工程师,技术部,BOSS直聘,2024-10-02,不通过,,,,,,,,,,,,,,,,否
RES02089,测试工程师,技术部,智联招聘,2025-01-16,不通过,,,,,,,,,,,,,,,,否
RES02090,产品经理,产品部,内部推荐,2024-01-21,不通过,,,,,,,,,,,,,,,,否
RES02091,前端开发工程师,技术部,前程无忧,2024-12-11,不通过,,,,,,,,,,,,,,,,否
RES02092,Java开发工程师,技术部,猎聘,2024-11-06,不通过,,,,,,,,,,,,,,,,否
RES02093,行政专员,人事部,内部推荐,2024-11-14,通过,2024-11-15,2024-11-22,谭淑珍,通过,2024-11-22,钱洋,通过,2024-11-27,陈建华,通过,2024-12-04,28k,30302.0,是,2024-12-14,是
RES02094,测试工程师,技术部,BOSS直聘,2024-10-14,不通过,,,,,,,,,,,,,,,,否
RES02095,销售代表,销售部,校园招聘,2025-05-18,不通过,,,,,,,,,,,,,,,,否
RES02096,市场推广,市场部,智联招聘,2024-04-10,不通过,,,,,,,,,,,,,,,,否
RES02097,Java开发工程师,技术部,BOSS直聘,2024-08-21,通过,2024-08-25,2024-08-28,周云,通过,2024-09-05,何玉华,不通过,,,,,,,,,否
RES02098,客服主管,客服部,校园招聘,2024-05-17,不通过,,,,,,,,,,,,,,,,否
RES02099,行政专员,人事部,智联招聘,2024-11-03,不通过,,,,,,,,,,,,,,,,否
RES02100,产品运营,运营部,内部推荐,2025-03-29,不通过,,,,,,,,,,,,,,,,否
RES02101,行政专员,人事部,前程无忧,2024-11-24,通过,2024-11-29,2024-12-03,王丽娟,通过,2024-12-03,刘博,通过,2024-12-06,黄建平,通过,2024-12-18,21k,22789.0,是,2025-01-01,是
RES02102,测试工程师,技术部,智联招聘,2024-10-02,通过,2024-10-06,2024-10-09,李畅,不通过,,,,,,,,,,,,否
RES02103,市场推广,市场部,内部推荐,2025-03-02,通过,2025-03-05,2025-03-08,胡建,通过,2025-03-14,李慧,通过,2025-03-18,卓雪梅,通过,2025-03-26,23k,23500.0,是,2025-04-11,是
RES02104,财务会计,财务部,前程无忧,2024-04-01,不通过,,,,,,,,,,,,,,,,否
RES02105,数据分析师,产品部,智联招聘,2024-07-11,不通过,,,,,,,,,,,,,,,,否
RES02106,数据分析师,产品部,BOSS直聘,2025-03-28,通过,2025-03-31,2025-04-07,张博,通过,2025-04-11,王建,通过,2025-04-11,王桂荣,通过,2025-04-22,20k,19765.0,是,2025-05-24,是
RES02107,财务会计,财务部,校园招聘,2024-08-04,通过,2024-08-08,2024-08-08,李文,不通过,,,,,,,,,,,,否
RES02108,Java开发工程师,技术部,BOSS直聘,2025-02-20,通过,2025-02-25,2025-02-27,贺超,通过,2025-03-06,李楠,不通过,,,,,,,,,否
RES02109,HRBP,人事部,校园招聘,2025-05-11,不通过,,,,,,,,,,,,,,,,否
RES02110,产品运营,运营部,智联招聘,2025-06-12,通过,2025-06-17,2025-06-20,邱春梅,候选人放弃,,,,,,,,,,,,否
RES02111,市场推广,市场部,猎聘,2025-01-17,不通过,,,,,,,,,,,,,,,,否
RES02112,市场推广,市场部,校园招聘,2024-02-27,不通过,,,,,,,,,,,,,,,,否
RES02113,市场推广,市场部,BOSS直聘,2025-06-11,不通过,,,,,,,,,,,,,,,,否
RES02114,数据分析师,产品部,前程无忧,2024-06-11,不通过,,,,,,,,,,,,,,,,否
RES02115,测试工程师,技术部,内部推荐,2024-03-08,通过,2024-03-12,2024-03-13,鞠凤兰,不通过,,,,,,,,,,,,否
RES02116,前端开发工程师,技术部,内部推荐,2024-11-14,通过,2024-11-15,2024-11-20,袁成,通过,2024-11-22,李慧,通过,2024-11-28,张雪,通过,2024-12-01,33k,34966.0,是,2024-12-26,是
RES02117,市场推广,市场部,前程无忧,2025-06-02,不通过,,,,,,,,,,,,,,,,否
RES02118,财务会计,财务部,前程无忧,2025-02-17,通过,2025-02-22,2025-02-25,王杰,通过,2025-03-01,高婷,不通过,,,,,,,,,否
RES02119,客服主管,客服部,内部推荐,2024-05-18,通过,2024-05-23,2024-05-27,梁想,通过,2024-06-01,邱丹丹,通过,2024-06-06,喻桂英,通过,2024-06-04,13k,13543.0,是,2024-07-13,是
RES02120,销售代表,销售部,内部推荐,2025-06-20,通过,2025-06-22,2025-06-24,洪娟,通过,2025-07-03,曾杰,通过,2025-07-08,贾婷,不通过,,,,,,否
RES02121,行政专员,人事部,内部推荐,2024-01-30,通过,2024-01-31,2024-02-04,张帆,通过,2024-02-14,黎瑜,通过,2024-02-17,梁伟,不通过,,,,,,否
RES02122,销售代表,销售部,智联招聘,2024-06-26,不通过,,,,,,,,,,,,,,,,否
RES02123,财务会计,财务部,猎头,2024-07-16,通过,2024-07-18,2024-07-26,王冬梅,通过,2024-07-28,李丽丽,通过,2024-08-03,王辉,通过,2024-08-08,24k,26554.0,否,,否
RES02124,财务会计,财务部,智联招聘,2024-07-24,通过,2024-07-27,2024-07-29,李红梅,通过,2024-08-03,朱玉,通过,2024-08-09,冷凤兰,通过,2024-08-09,9k,8483.0,是,2024-08-30,是
RES02125,客服主管,客服部,BOSS直聘,2024-02-29,不通过,,,,,,,,,,,,,,,,否
RES02126,产品经理,产品部,智联招聘,2024-09-12,通过,2024-09-14,2024-09-16,李宇,候选人放弃,,,,,,,,,,,,否
RES02127,Java开发工程师,技术部,BOSS直聘,2024-02-03,不通过,,,,,,,,,,,,,,,,否
RES02128,前端开发工程师,技术部,BOSS直聘,2025-04-12,不通过,,,,,,,,,,,,,,,,否
RES02129,测试工程师,技术部,BOSS直聘,2024-02-21,不通过,,,,,,,,,,,,,,,,否
RES02130,HRBP,人事部,BOSS直聘,2025-01-04,不通过,,,,,,,,,,,,,,,,否
RES02131,市场推广,市场部,猎聘,2024-07-22,通过,2024-07-23,2024-07-25,林刚,通过,2024-08-04,舒秀珍,不通过,,,,,,,,,否
RES02132,市场推广,市场部,BOSS直聘,2024-10-07,不通过,,,,,,,,,,,,,,,,否
RES02133,测试工程师,技术部,BOSS直聘,2025-01-12,不通过,,,,,,,,,,,,,,,,否
RES02134,客服主管,客服部,BOSS直聘,2025-04-20,不通过,,,,,,,,,,,,,,,,否
RES02135,产品经理,产品部,BOSS直聘,2025-06-01,通过,2025-06-05,2025-06-05,古华,候选人放弃,,,,,,,,,,,,否
RES02136,市场推广,市场部,BOSS直聘,2025-02-10,不通过,,,,,,,,,,,,,,,,否
RES02137,前端开发工程师,技术部,前程无忧,2024-05-06,不通过,,,,,,,,,,,,,,,,否
RES02138,数据分析师,产品部,猎头,2024-02-01,不通过,,,,,,,,,,,,,,,,否
RES02139,Java开发工程师,技术部,校园招聘,2024-09-04,不通过,,,,,,,,,,,,,,,,否
RES02140,前端开发工程师,技术部,校园招聘,2025-01-16,不通过,,,,,,,,,,,,,,,,否
RES02141,产品经理,产品部,BOSS直聘,2025-05-15,不通过,,,,,,,,,,,,,,,,否
RES02142,财务会计,财务部,BOSS直聘,2025-04-01,通过,2025-04-05,2025-04-04,谭瑜,候选人放弃,,,,,,,,,,,,否
RES02143,前端开发工程师,技术部,BOSS直聘,2024-06-30,不通过,,,,,,,,,,,,,,,,否
RES02144,销售代表,销售部,内部推荐,2025-04-30,不通过,,,,,,,,,,,,,,,,否
RES02145,前端开发工程师,技术部,BOSS直聘,2024-12-24,不通过,,,,,,,,,,,,,,,,否
RES02146,财务会计,财务部,前程无忧,2024-12-18,不通过,,,,,,,,,,,,,,,,否
RES02147,市场推广,市场部,BOSS直聘,2024-06-16,不通过,,,,,,,,,,,,,,,,否
RES02148,行政专员,人事部,BOSS直聘,2024-09-21,通过,2024-09-23,2024-09-25,郑博,候选人放弃,,,,,,,,,,,,否
RES02149,行政专员,人事部,猎头,2024-04-02,不通过,,,,,,,,,,,,,,,,否
RES02150,行政专员,人事部,内部推荐,2024-10-18,通过,2024-10-21,2024-10-24,陈浩,通过,2024-10-28,胡华,不通过,,,,,,,,,否
RES02151,市场推广,市场部,内部推荐,2024-01-29,通过,2024-02-01,2024-02-02,陈杨,通过,2024-02-12,高磊,通过,2024-02-14,陈春梅,通过,2024-02-18,17k,18344.0,是,2024-03-13,是
RES02152,客服主管,客服部,前程无忧,2025-01-30,不通过,,,,,,,,,,,,,,,,否
RES02153,Java开发工程师,技术部,校园招聘,2024-02-20,不通过,,,,,,,,,,,,,,,,否
RES02154,测试工程师,技术部,猎聘,2024-06-15,不通过,,,,,,,,,,,,,,,,否
RES02155,Java开发工程师,技术部,校园招聘,2024-08-07,通过,2024-08-10,2024-08-15,李雷,通过,2024-08-18,陆明,不通过,,,,,,,,,否
RES02156,市场推广,市场部,BOSS直聘,2024-08-14,通过,2024-08-16,2024-08-24,李丽,不通过,,,,,,,,,,,,否
RES02157,前端开发工程师,技术部,前程无忧,2024-08-18,不通过,,,,,,,,,,,,,,,,否
RES02158,数据分析师,产品部,猎聘,2024-07-30,不通过,,,,,,,,,,,,,,,,否
RES02159,HRBP,人事部,智联招聘,2024-10-02,通过,2024-10-04,2024-10-09,何柳,通过,2024-10-13,商璐,不通过,,,,,,,,,否
RES02160,Java开发工程师,技术部,校园招聘,2025-02-23,不通过,,,,,,,,,,,,,,,,否
RES02161,销售代表,销售部,猎头,2025-06-09,通过,2025-06-11,2025-06-14,郭玉华,通过,2025-06-20,舒秀兰,通过,2025-06-29,李秀华,通过,2025-07-02,21k,21199.0,否,,否
RES02162,销售代表,销售部,前程无忧,2024-01-21,不通过,,,,,,,,,,,,,,,,否
RES02163,产品运营,运营部,智联招聘,2024-01-10,不通过,,,,,,,,,,,,,,,,否
RES02164,数据分析师,产品部,智联招聘,2025-04-30,不通过,,,,,,,,,,,,,,,,否
RES02165,销售代表,销售部,校园招聘,2024-05-15,不通过,,,,,,,,,,,,,,,,否
RES02166,测试工程师,技术部,猎聘,2024-06-26,不通过,,,,,,,,,,,,,,,,否
RES02167,Java开发工程师,技术部,BOSS直聘,2024-01-09,不通过,,,,,,,,,,,,,,,,否
RES02168,数据分析师,产品部,前程无忧,2024-08-17,不通过,,,,,,,,,,,,,,,,否
RES02169,数据分析师,产品部,BOSS直聘,2024-09-15,不通过,,,,,,,,,,,,,,,,否
RES02170,HRBP,人事部,内部推荐,2024-11-08,不通过,,,,,,,,,,,,,,,,否
RES02171,财务会计,财务部,智联招聘,2024-10-08,不通过,,,,,,,,,,,,,,,,否
RES02172,行政专员,人事部,智联招聘,2025-03-09,不通过,,,,,,,,,,,,,,,,否
RES02173,前端开发工程师,技术部,内部推荐,2025-01-20,通过,2025-01-21,2025-01-27,吴兵,通过,2025-01-29,王玉,通过,2025-02-02,霍峰,通过,2025-02-14,14k,14038.0,是,2025-03-20,是
RES02174,财务会计,财务部,BOSS直聘,2024-12-23,通过,2024-12-28,2024-12-29,吴欢,候选人放弃,,,,,,,,,,,,否
RES02175,HRBP,人事部,BOSS直聘,2025-04-15,不通过,,,,,,,,,,,,,,,,否
RES02176,客服主管,客服部,智联招聘,2024-09-15,通过,2024-09-16,2024-09-19,彭晨,候选人放弃,,,,,,,,,,,,否
RES02177,行政专员,人事部,BOSS直聘,2024-08-11,通过,2024-08-16,2024-08-15,韩凤英,候选人放弃,,,,,,,,,,,,否
RES02178,数据分析师,产品部,智联招聘,2025-04-22,不通过,,,,,,,,,,,,,,,,否
RES02179,产品运营,运营部,猎头,2024-11-05,通过,2024-11-10,2024-11-11,谢佳,通过,2024-11-14,萧东,通过,2024-11-20,阎春梅,通过,2024-11-23,30k,31928.0,是,2024-12-24,是
RES02180,客服主管,客服部,内部推荐,2025-06-17,通过,2025-06-19,2025-06-22,班洁,通过,2025-06-24,余波,通过,2025-07-02,朱东,通过,2025-07-11,32k,33493.0,是,2025-08-03,是
RES02181,Java开发工程师,技术部,校园招聘,2025-02-10,通过,2025-02-11,2025-02-14,黄军,通过,2025-02-24,黄佳,通过,2025-03-02,马健,通过,2025-03-06,15k,15339.0,是,2025-03-12,是
RES02182,数据分析师,产品部,校园招聘,2024-04-14,不通过,,,,,,,,,,,,,,,,否
RES02183,HRBP,人事部,智联招聘,2024-01-08,通过,2024-01-12,2024-01-18,赵健,通过,2024-01-19,郭俊,不通过,,,,,,,,,否
RES02184,行政专员,人事部,BOSS直聘,2025-06-07,不通过,,,,,,,,,,,,,,,,否
RES02185,数据分析师,产品部,BOSS直聘,2025-01-18,不通过,,,,,,,,,,,,,,,,否
RES02186,数据分析师,产品部,内部推荐,2024-10-16,通过,2024-10-18,2024-10-26,周兵,通过,2024-10-27,范华,通过,2024-11-05,陈艳,通过,2024-11-03,19k,18316.0,是,2024-11-24,是
RES02187,产品运营,运营部,猎聘,2024-11-01,通过,2024-11-03,2024-11-09,王平,通过,2024-11-16,马桂花,不通过,,,,,,,,,否
RES02188,前端开发工程师,技术部,BOSS直聘,2024-04-20,不通过,,,,,,,,,,,,,,,,否
RES02189,数据分析师,产品部,智联招聘,2025-05-08,通过,2025-05-09,2025-05-15,张婷,候选人放弃,,,,,,,,,,,,否
RES02190,前端开发工程师,技术部,前程无忧,2024-03-06,通过,2024-03-10,2024-03-11,李丹丹,通过,2024-03-14,杨桂英,通过,2024-03-21,王飞,不通过,,,,,,否
RES02191,市场推广,市场部,前程无忧,2024-12-10,不通过,,,,,,,,,,,,,,,,否
RES02192,Java开发工程师,技术部,校园招聘,2024-10-10,不通过,,,,,,,,,,,,,,,,否
RES02193,销售代表,销售部,智联招聘,2024-11-28,不通过,,,,,,,,,,,,,,,,否
RES02194,HRBP,人事部,校园招聘,2024-10-10,不通过,,,,,,,,,,,,,,,,否
RES02195,产品运营,运营部,智联招聘,2024-09-24,不通过,,,,,,,,,,,,,,,,否
RES02196,产品运营,运营部,内部推荐,2024-11-01,不通过,,,,,,,,,,,,,,,,否
RES02197,销售代表,销售部,校园招聘,2024-07-11,不通过,,,,,,,,,,,,,,,,否
RES02198,销售代表,销售部,校园招聘,2024-06-02,不通过,,,,,,,,,,,,,,,,否
RES02199,客服主管,客服部,BOSS直聘,2025-06-13,通过,2025-06-15,2025-06-18,许帅,通过,2025-06-22,徐娜,不通过,,,,,,,,,否
RES02200,行政专员,人事部,BOSS直聘,2024-09-03,通过,2024-09-08,2024-09-12,戴龙,候选人放弃,,,,,,,,,,,,否
RES02201,客服主管,客服部,智联招聘,2024-02-28,不通过,,,,,,,,,,,,,,,,否
RES02202,产品经理,产品部,智联招聘,2025-02-17,通过,2025-02-20,2025-02-25,周坤,不通过,,,,,,,,,,,,否
RES02203,产品经理,产品部,猎聘,2024-11-23,通过,2024-11-26,2024-12-01,刘玉兰,候选人放弃,,,,,,,,,,,,否
RES02204,Java开发工程师,技术部,校园招聘,2024-05-23,不通过,,,,,,,,,,,,,,,,否
RES02205,市场推广,市场部,BOSS直聘,2024-01-27,不通过,,,,,,,,,,,,,,,,否
RES02206,HRBP,人事部,智联招聘,2025-05-24,不通过,,,,,,,,,,,,,,,,否
RES02207,产品运营,运营部,BOSS直聘,2024-10-29,不通过,,,,,,,,,,,,,,,,否
RES02208,数据分析师,产品部,校园招聘,2024-09-22,不通过,,,,,,,,,,,,,,,,否
RES02209,行政专员,人事部,猎头,2025-03-04,通过,2025-03-08,2025-03-09,林瑞,通过,2025-03-15,傅勇,不通过,,,,,,,,,否
RES02210,前端开发工程师,技术部,智联招聘,2025-02-18,通过,2025-02-20,2025-02-25,林玲,通过,2025-03-02,刘莹,通过,2025-03-08,何静,通过,2025-03-11,18k,18888.0,否,,否
RES02211,数据分析师,产品部,BOSS直聘,2025-02-01,不通过,,,,,,,,,,,,,,,,否
RES02212,前端开发工程师,技术部,内部推荐,2024-02-06,不通过,,,,,,,,,,,,,,,,否
RES02213,财务会计,财务部,猎聘,2024-07-13,不通过,,,,,,,,,,,,,,,,否
RES02214,销售代表,销售部,智联招聘,2024-12-17,通过,2024-12-18,2024-12-25,楼淑兰,通过,2024-12-31,王利,不通过,,,,,,,,,否
RES02215,Java开发工程师,技术部,校园招聘,2024-08-15,不通过,,,,,,,,,,,,,,,,否
RES02216,财务会计,财务部,猎头,2025-05-02,不通过,,,,,,,,,,,,,,,,否
RES02217,财务会计,财务部,前程无忧,2025-01-02,不通过,,,,,,,,,,,,,,,,否
RES02218,市场推广,市场部,前程无忧,2025-06-03,不通过,,,,,,,,,,,,,,,,否
RES02219,HRBP,人事部,BOSS直聘,2024-11-03,不通过,,,,,,,,,,,,,,,,否
RES02220,产品运营,运营部,前程无忧,2024-06-23,不通过,,,,,,,,,,,,,,,,否
RES02221,测试工程师,技术部,智联招聘,2024-07-04,通过,2024-07-09,2024-07-08,朱伟,通过,2024-07-16,刘鹏,通过,2024-07-21,胡秀荣,通过,2024-07-26,17k,15966.0,是,2024-08-26,是
RES02222,行政专员,人事部,智联招聘,2024-10-27,不通过,,,,,,,,,,,,,,,,否
RES02223,测试工程师,技术部,BOSS直聘,2024-04-09,不通过,,,,,,,,,,,,,,,,否
RES02224,数据分析师,产品部,BOSS直聘,2025-04-27,不通过,,,,,,,,,,,,,,,,否
RES02225,前端开发工程师,技术部,BOSS直聘,2024-05-11,不通过,,,,,,,,,,,,,,,,否
RES02226,前端开发工程师,技术部,前程无忧,2024-09-21,不通过,,,,,,,,,,,,,,,,否
RES02227,前端开发工程师,技术部,前程无忧,2024-07-06,不通过,,,,,,,,,,,,,,,,否
RES02228,产品经理,产品部,前程无忧,2024-12-09,不通过,,,,,,,,,,,,,,,,否
RES02229,HRBP,人事部,智联招聘,2024-04-01,不通过,,,,,,,,,,,,,,,,否
RES02230,Java开发工程师,技术部,智联招聘,2024-08-15,不通过,,,,,,,,,,,,,,,,否
RES02231,数据分析师,产品部,内部推荐,2024-12-29,通过,2025-01-01,2025-01-05,夏宁,通过,2025-01-07,刘桂香,通过,2025-01-11,马婷,通过,2025-01-18,19k,21443.0,是,2025-02-25,是
RES02232,前端开发工程师,技术部,智联招聘,2024-08-16,不通过,,,,,,,,,,,,,,,,否
RES02233,市场推广,市场部,猎头,2024-11-10,通过,2024-11-13,2024-11-17,侯刚,通过,2024-11-17,高雪梅,通过,2024-11-28,罗瑞,通过,2024-12-01,20k,22270.0,是,2025-01-05,是
RES02234,前端开发工程师,技术部,智联招聘,2025-03-06,不通过,,,,,,,,,,,,,,,,否
RES02235,测试工程师,技术部,猎聘,2024-12-05,不通过,,,,,,,,,,,,,,,,否
RES02236,Java开发工程师,技术部,BOSS直聘,2025-01-15,通过,2025-01-19,2025-01-23,刘芳,候选人放弃,,,,,,,,,,,,否
RES02237,产品经理,产品部,猎聘,2024-09-23,不通过,,,,,,,,,,,,,,,,否
RES02238,市场推广,市场部,校园招聘,2024-10-28,不通过,,,,,,,,,,,,,,,,否
RES02239,财务会计,财务部,校园招聘,2025-04-19,不通过,,,,,,,,,,,,,,,,否
RES02240,Java开发工程师,技术部,猎头,2024-04-30,通过,2024-05-01,2024-05-04,吴艳,通过,2024-05-15,房玉珍,通过,2024-05-13,徐丽娟,通过,2024-05-24,23k,23863.0,否,,否
RES02241,财务会计,财务部,BOSS直聘,2025-04-26,不通过,,,,,,,,,,,,,,,,否
RES02242,销售代表,销售部,前程无忧,2024-02-24,不通过,,,,,,,,,,,,,,,,否
RES02243,客服主管,客服部,智联招聘,2024-03-13,不通过,,,,,,,,,,,,,,,,否
RES02244,前端开发工程师,技术部,前程无忧,2025-04-28,通过,2025-05-02,2025-05-03,马建军,候选人放弃,,,,,,,,,,,,否
RES02245,Java开发工程师,技术部,BOSS直聘,2024-07-18,不通过,,,,,,,,,,,,,,,,否
RES02246,客服主管,客服部,校园招聘,2025-05-27,通过,2025-06-01,2025-06-05,王丹,通过,2025-06-09,黄博,不通过,,,,,,,,,否
RES02247,行政专员,人事部,校园招聘,2024-05-02,不通过,,,,,,,,,,,,,,,,否
RES02248,市场推广,市场部,智联招聘,2025-01-25,通过,2025-01-29,2025-01-31,聂雪梅,通过,2025-02-03,刘晨,通过,2025-02-09,张芳,通过,2025-02-18,30k,31715.0,是,2025-03-16,是
RES02249,HRBP,人事部,BOSS直聘,2025-06-26,不通过,,,,,,,,,,,,,,,,否
RES02250,销售代表,销售部,BOSS直聘,2024-11-01,不通过,,,,,,,,,,,,,,,,否
RES02251,行政专员,人事部,猎聘,2025-02-27,通过,2025-03-04,2025-03-04,蒙磊,通过,2025-03-08,耿鑫,通过,2025-03-19,袁淑华,通过,2025-03-23,9k,9811.0,是,2025-04-28,是
RES02252,行政专员,人事部,智联招聘,2024-02-25,不通过,,,,,,,,,,,,,,,,否
RES02253,销售代表,销售部,校园招聘,2024-06-03,不通过,,,,,,,,,,,,,,,,否
RES02254,测试工程师,技术部,猎聘,2024-05-20,不通过,,,,,,,,,,,,,,,,否
RES02255,财务会计,财务部,猎聘,2024-07-24,通过,2024-07-26,2024-07-31,厉成,通过,2024-08-03,张涛,通过,2024-08-05,赵淑兰,通过,2024-08-10,22k,20717.0,否,,否
RES02256,Java开发工程师,技术部,前程无忧,2024-12-16,通过,2024-12-18,2024-12-26,黄红,通过,2024-12-26,朱成,通过,2025-01-03,庞彬,通过,2025-01-09,34k,32084.0,否,,否
RES02257,产品运营,运营部,BOSS直聘,2025-02-23,不通过,,,,,,,,,,,,,,,,否
RES02258,前端开发工程师,技术部,校园招聘,2025-04-13,不通过,,,,,,,,,,,,,,,,否
RES02259,市场推广,市场部,前程无忧,2024-05-26,不通过,,,,,,,,,,,,,,,,否
RES02260,产品经理,产品部,猎头,2024-11-19,通过,2024-11-21,2024-11-29,袁秀珍,通过,2024-12-01,王秀华,通过,2024-12-06,陈莹,通过,2024-12-10,14k,13431.0,是,2025-01-04,是
RES02261,测试工程师,技术部,前程无忧,2024-07-03,通过,2024-07-04,2024-07-06,秦婷,通过,2024-07-16,蒙峰,通过,2024-07-16,徐桂荣,通过,2024-07-23,19k,21574.0,否,,否
RES02262,Java开发工程师,技术部,猎聘,2024-03-23,不通过,,,,,,,,,,,,,,,,否
RES02263,数据分析师,产品部,BOSS直聘,2025-05-14,不通过,,,,,,,,,,,,,,,,否
RES02264,数据分析师,产品部,猎聘,2024-12-06,通过,2024-12-07,2024-12-16,葛婷,不通过,,,,,,,,,,,,否
RES02265,前端开发工程师,技术部,内部推荐,2024-06-30,通过,2024-07-03,2024-07-03,黄婷婷,不通过,,,,,,,,,,,,否
RES02266,Java开发工程师,技术部,内部推荐,2024-11-16,通过,2024-11-18,2024-11-19,廖倩,通过,2024-11-25,吴斌,通过,2024-12-05,王丹,通过,2024-12-01,10k,10196.0,是,2025-01-08,是
RES02267,行政专员,人事部,内部推荐,2024-02-29,通过,2024-03-04,2024-03-05,陈艳,不通过,,,,,,,,,,,,否
RES02268,产品运营,运营部,BOSS直聘,2024-01-05,通过,2024-01-10,2024-01-10,谢平,候选人放弃,,,,,,,,,,,,否
RES02269,产品经理,产品部,猎头,2025-04-07,通过,2025-04-08,2025-04-17,廖兰英,通过,2025-04-20,王洋,通过,2025-04-23,段淑珍,通过,2025-05-01,18k,16773.0,是,2025-05-07,是
RES02270,Java开发工程师,技术部,猎头,2024-10-07,通过,2024-10-09,2024-10-16,王明,通过,2024-10-22,王秀云,通过,2024-10-20,陈莉,通过,2024-10-22,19k,20968.0,是,2024-11-08,是
RES02271,前端开发工程师,技术部,BOSS直聘,2024-08-02,不通过,,,,,,,,,,,,,,,,否
RES02272,产品经理,产品部,校园招聘,2024-06-21,不通过,,,,,,,,,,,,,,,,否
